File Name,Class,Subject,Part,Title,Size (Bytes),Direct Download Link,Public Web Link
class11_biology_part8.pdf,11,biology,8,Class 11 Biology Part 8,13932027,https://drive.google.com/uc?export=download&id=18uYpjGWX6qGpFF59BXvYEki_bzU6smxv,https://drive.google.com/open?id=18uYpjGWX6qGpFF59BXvYEki_bzU6smxv
class11_biology_part9.pdf,11,biology,9,Class 11 Biology Part 9,14679573,https://drive.google.com/uc?export=download&id=1Jmp49X5Z9bnVELXdb37kaAAzoSkuGMuJ,https://drive.google.com/open?id=1Jmp49X5Z9bnVELXdb37kaAAzoSkuGMuJ
class11_chemistry_part1.pdf,11,chemistry,1,Class 11 Chemistry Part 1,68679091,https://drive.google.com/uc?export=download&id=1tM1xpVvS5PvpzEY2WVUS8sd-j0X4TJTi,https://drive.google.com/open?id=1tM1xpVvS5PvpzEY2WVUS8sd-j0X4TJTi
class11_chemistry_part2.pdf,11,chemistry,2,Class 11 Chemistry Part 2,120849474,https://drive.google.com/uc?export=download&id=1CbW78-MI3hY2JeT0Stj9lqTe2ePVgen3,https://drive.google.com/open?id=1CbW78-MI3hY2JeT0Stj9lqTe2ePVgen3
class11_chemistry_part3.pdf,11,chemistry,3,Class 11 Chemistry Part 3,81929710,https://drive.google.com/uc?export=download&id=1ZrLT4pqeOZO371rnHDdRsScjxI0VNA7Q,https://drive.google.com/open?id=1ZrLT4pqeOZO371rnHDdRsScjxI0VNA7Q
class11_english_part1.pdf,11,english,1,Class 11 English Part 1,2149231,https://drive.google.com/uc?export=download&id=1pbVfTrBWlN_2rosiyxMvxEODNDlTYmPf,https://drive.google.com/open?id=1pbVfTrBWlN_2rosiyxMvxEODNDlTYmPf
class11_english_part2.pdf,11,english,2,Class 11 English Part 2,7945221,https://drive.google.com/uc?export=download&id=1sxLrSqCMFxUQvuyjQAX6-fAhxQQqd3O-,https://drive.google.com/open?id=1sxLrSqCMFxUQvuyjQAX6-fAhxQQqd3O-
class11_geography.pdf,11,geography,,Class 11 Geography,9882969,https://drive.google.com/uc?export=download&id=14lgFxoecgLPJB-q3K6Pj4Hzw0hRTf9go,https://drive.google.com/open?id=14lgFxoecgLPJB-q3K6Pj4Hzw0hRTf9go
class11_hindi.pdf,11,hindi,,Class 11 Hindi,21076148,https://drive.google.com/uc?export=download&id=1tnDMKwzZiTbUThxYBcVOUi29_ll2RyZ3,https://drive.google.com/open?id=1tnDMKwzZiTbUThxYBcVOUi29_ll2RyZ3
class11_mathematics_part1.pdf,11,mathematics,1,Class 11 Mathematics Part 1,149837442,https://drive.google.com/uc?export=download&id=1WCCPChHCpzI8Ob9ZaomjwbpU4Dlg8k1r,https://drive.google.com/open?id=1WCCPChHCpzI8Ob9ZaomjwbpU4Dlg8k1r
class11_mathematics_part2.pdf,11,mathematics,2,Class 11 Mathematics Part 2,67584248,https://drive.google.com/uc?export=download&id=1tvETCWjr-qEiXlxQYo_ogA9NJmx3XMat,https://drive.google.com/open?id=1tvETCWjr-qEiXlxQYo_ogA9NJmx3XMat
class11_physics_part1.pdf,11,physics,1,Class 11 Physics Part 1,12181518,https://drive.google.com/uc?export=download&id=11bz9jEEz1KK34XHtcCEZ2f--QVZBky7B,https://drive.google.com/open?id=11bz9jEEz1KK34XHtcCEZ2f--QVZBky7B
class11_physics_part2.pdf,11,physics,2,Class 11 Physics Part 2,141830011,https://drive.google.com/uc?export=download&id=1ypw4Ya13amVHcZoGVYRpfI6DrbepV2nW,https://drive.google.com/open?id=1ypw4Ya13amVHcZoGVYRpfI6DrbepV2nW
class11_physics_part3.pdf,11,physics,3,Class 11 Physics Part 3,57263128,https://drive.google.com/uc?export=download&id=16-0QPMLwuKlORtJyxyRiOaWCZ7RGp75c,https://drive.google.com/open?id=16-0QPMLwuKlORtJyxyRiOaWCZ7RGp75c
class11_physics_part4.pdf,11,physics,4,Class 11 Physics Part 4,84946336,https://drive.google.com/uc?export=download&id=1iEMpZ2Jm1LkT5CufvxTwftj5ipEGN3LK,https://drive.google.com/open?id=1iEMpZ2Jm1LkT5CufvxTwftj5ipEGN3LK
class11_physics_part5.pdf,11,physics,5,Class 11 Physics Part 5,5798794,https://drive.google.com/uc?export=download&id=1l4aIXGgMzBWxK4hVAwobLQ-EohQdCgKH,https://drive.google.com/open?id=1l4aIXGgMzBWxK4hVAwobLQ-EohQdCgKH
class11_science.pdf,11,science,,Class 11 Science,7241628,https://drive.google.com/uc?export=download&id=15NVKZJ119QFKYYzigWWKhjCUIO4opKK9,https://drive.google.com/open?id=15NVKZJ119QFKYYzigWWKhjCUIO4opKK9
class12_biology_part1.pdf,12,biology,1,Class 12 Biology Part 1,28747773,https://drive.google.com/uc?export=download&id=10Mk-f_9zJ-A3ZHgIFJ1joXK1rIcYtSbw,https://drive.google.com/open?id=10Mk-f_9zJ-A3ZHgIFJ1joXK1rIcYtSbw
class12_biology_part2.pdf,12,biology,2,Class 12 Biology Part 2,36526413,https://drive.google.com/uc?export=download&id=1wbsuk2KmxRcCmg0BZXRzWwmxP1Ivj3qu,https://drive.google.com/open?id=1wbsuk2KmxRcCmg0BZXRzWwmxP1Ivj3qu
class12_chemistry_part1.pdf,12,chemistry,1,Class 12 Chemistry Part 1,32776216,https://drive.google.com/uc?export=download&id=1mFXWXafPJ0NUOcxavvo5-HTAdk_o4JnV,https://drive.google.com/open?id=1mFXWXafPJ0NUOcxavvo5-HTAdk_o4JnV
class12_chemistry_part2.pdf,12,chemistry,2,Class 12 Chemistry Part 2,32544287,https://drive.google.com/uc?export=download&id=18df-F9mIbp_nZIntYzJFlGnnE5oCT9Bj,https://drive.google.com/open?id=18df-F9mIbp_nZIntYzJFlGnnE5oCT9Bj
class12_chemistry_part3.pdf,12,chemistry,3,Class 12 Chemistry Part 3,32313051,https://drive.google.com/uc?export=download&id=1wqZs45dIjm0nL2_8beM00JmkXEhm491J,https://drive.google.com/open?id=1wqZs45dIjm0nL2_8beM00JmkXEhm491J
class12_english_part1.pdf,12,english,1,Class 12 English Part 1,2197064,https://drive.google.com/uc?export=download&id=1u71g_0RvfZ39THUeiMPf-mDL6y8ieYqF,https://drive.google.com/open?id=1u71g_0RvfZ39THUeiMPf-mDL6y8ieYqF
class12_english_part2.pdf,12,english,2,Class 12 English Part 2,2146442,https://drive.google.com/uc?export=download&id=1sjYuwN8wz8ufFPbzjgZ8TQj057cEKshk,https://drive.google.com/open?id=1sjYuwN8wz8ufFPbzjgZ8TQj057cEKshk
class12_geography_part1.pdf,12,geography,1,Class 12 Geography Part 1,114599363,https://drive.google.com/uc?export=download&id=1lwUlXkzrbSl2I44nsIbPti0SJbBCC28h,https://drive.google.com/open?id=1lwUlXkzrbSl2I44nsIbPti0SJbBCC28h
class12_geography_part2.pdf,12,geography,2,Class 12 Geography Part 2,17239815,https://drive.google.com/uc?export=download&id=1LzunDVbLvKasbdcRdHDByseFSxUHGRVa,https://drive.google.com/open?id=1LzunDVbLvKasbdcRdHDByseFSxUHGRVa
class12_history.pdf,12,history,,Class 12 History,1624615,https://drive.google.com/uc?export=download&id=1LuP4sXxzTd0-uXkxIG3jPTBs8Dtv-gia,https://drive.google.com/open?id=1LuP4sXxzTd0-uXkxIG3jPTBs8Dtv-gia
class12_mathematics_part1.pdf,12,mathematics,1,Class 12 Mathematics Part 1,17449512,https://drive.google.com/uc?export=download&id=1P1BRLM0M2lOw2ViKjAX20uU6AXrT4ggd,https://drive.google.com/open?id=1P1BRLM0M2lOw2ViKjAX20uU6AXrT4ggd
class12_mathematics_part2.pdf,12,mathematics,2,Class 12 Mathematics Part 2,12225677,https://drive.google.com/uc?export=download&id=1KE4OzvO3Dp0fiEYSzXViMP1X6aIeiVO_,https://drive.google.com/open?id=1KE4OzvO3Dp0fiEYSzXViMP1X6aIeiVO_
class12_physics_part1.pdf,12,physics,1,Class 12 Physics Part 1,15974271,https://drive.google.com/uc?export=download&id=107bye8mA9qihjrdHLBJNQRQCKB3rF-lw,https://drive.google.com/open?id=107bye8mA9qihjrdHLBJNQRQCKB3rF-lw
class12_physics_part2.pdf,12,physics,2,Class 12 Physics Part 2,29979235,https://drive.google.com/uc?export=download&id=1xCCQ6pNgDCmQEhGLh90MhvHmM1adgk1x,https://drive.google.com/open?id=1xCCQ6pNgDCmQEhGLh90MhvHmM1adgk1x
class12_physics_part3.pdf,12,physics,3,Class 12 Physics Part 3,57683798,https://drive.google.com/uc?export=download&id=1_X0F1PG1w9X6PoHtk1KmIu4VXoGchKm2,https://drive.google.com/open?id=1_X0F1PG1w9X6PoHtk1KmIu4VXoGchKm2
class12_science.pdf,12,science,,Class 12 Science,45711242,https://drive.google.com/uc?export=download&id=14bXmSSKwfsMNli1LVjL4otxI63wXj-RT,https://drive.google.com/open?id=14bXmSSKwfsMNli1LVjL4otxI63wXj-RT
class6_english_part1.pdf,6,english,1,Class 6 English Part 1,1888407,https://drive.google.com/uc?export=download&id=16gBZZ2vUHjhjoKQZ8NMzcqUwJFvLFneg,https://drive.google.com/open?id=16gBZZ2vUHjhjoKQZ8NMzcqUwJFvLFneg
class6_english_part2.pdf,6,english,2,Class 6 English Part 2,3150621,https://drive.google.com/uc?export=download&id=1BNmup56dIi8IP4PmiwbbCMQQ7hF7Nmo6,https://drive.google.com/open?id=1BNmup56dIi8IP4PmiwbbCMQQ7hF7Nmo6
class6_hindi.pdf,6,hindi,,Class 6 Hindi,14179402,https://drive.google.com/uc?export=download&id=1Rz71eCt5VTcs1QM1K6HviFn13WjqekrN,https://drive.google.com/open?id=1Rz71eCt5VTcs1QM1K6HviFn13WjqekrN
class6_mathematics_part1.pdf,6,mathematics,1,Class 6 Mathematics Part 1,55487738,https://drive.google.com/uc?export=download&id=1Olz5SgWvZBcRgyMMese7IoOoc8TIiTX_,https://drive.google.com/open?id=1Olz5SgWvZBcRgyMMese7IoOoc8TIiTX_
class6_mathematics_part2.pdf,6,mathematics,2,Class 6 Mathematics Part 2,22671786,https://drive.google.com/uc?export=download&id=1DMcxr1Pj_ApygXr8HJ1SB2QZOkZKUv59,https://drive.google.com/open?id=1DMcxr1Pj_ApygXr8HJ1SB2QZOkZKUv59
class6_physics.pdf,6,physics,,Class 6 Physics,13794516,https://drive.google.com/uc?export=download&id=1PemwlD4Ieyyua5NZ59zL21f7hnY3UeNW,https://drive.google.com/open?id=1PemwlD4Ieyyua5NZ59zL21f7hnY3UeNW
class6_sanskrit.pdf,6,sanskrit,,Class 6 Sanskrit,4525170,https://drive.google.com/uc?export=download&id=11HR-T3kfF_4omrOk5bAHXbzNUCElRX9-,https://drive.google.com/open?id=11HR-T3kfF_4omrOk5bAHXbzNUCElRX9-
class6_science.pdf,6,science,,Class 6 Science,52142291,https://drive.google.com/uc?export=download&id=1iEDRH5jMLTwhKvPvOmBoW7QEqWS0b8Ml,https://drive.google.com/open?id=1iEDRH5jMLTwhKvPvOmBoW7QEqWS0b8Ml
class7_english_part1.pdf,7,english,1,Class 7 English Part 1,10001861,https://drive.google.com/uc?export=download&id=1d72xKSzWnkqY0QrmUQ31mGSmgZlnM_ga,https://drive.google.com/open?id=1d72xKSzWnkqY0QrmUQ31mGSmgZlnM_ga
class7_english_part2.pdf,7,english,2,Class 7 English Part 2,7509232,https://drive.google.com/uc?export=download&id=1bKLXvU6EJXVsJQjsmm3oZDIKlY7cccue,https://drive.google.com/open?id=1bKLXvU6EJXVsJQjsmm3oZDIKlY7cccue
class7_hindi.pdf,7,hindi,,Class 7 Hindi,22950036,https://drive.google.com/uc?export=download&id=17FMuvDDbcbjQ2yosokjZKC9TGGc3u7nR,https://drive.google.com/open?id=17FMuvDDbcbjQ2yosokjZKC9TGGc3u7nR
class7_mathematics_part1.pdf,7,mathematics,1,Class 7 Mathematics Part 1,30254466,https://drive.google.com/uc?export=download&id=1T_WmC494zKISjonKFxMfXN1Y6mkERtJH,https://drive.google.com/open?id=1T_WmC494zKISjonKFxMfXN1Y6mkERtJH
class7_mathematics_part2.pdf,7,mathematics,2,Class 7 Mathematics Part 2,54161580,https://drive.google.com/uc?export=download&id=1GXHhQ1Lw13Naw9DsvJnm6PS2cmbWmwxu,https://drive.google.com/open?id=1GXHhQ1Lw13Naw9DsvJnm6PS2cmbWmwxu
class7_physics.pdf,7,physics,,Class 7 Physics,2066505,https://drive.google.com/uc?export=download&id=1u4QceVY65e4gUOmnLY4lOePmDDSxfigB,https://drive.google.com/open?id=1u4QceVY65e4gUOmnLY4lOePmDDSxfigB
class7_sanskrit.pdf,7,sanskrit,,Class 7 Sanskrit,4929332,https://drive.google.com/uc?export=download&id=1ZO2w3f7xVnkLumWyPqeUed0fXUh_7r9N,https://drive.google.com/open?id=1ZO2w3f7xVnkLumWyPqeUed0fXUh_7r9N
class7_science_part1.pdf,7,science,1,Class 7 Science Part 1,140437235,https://drive.google.com/uc?export=download&id=1DSuYCrZD1HARcgUV6Md37v90-I6Ifoby,https://drive.google.com/open?id=1DSuYCrZD1HARcgUV6Md37v90-I6Ifoby
class7_science_part2.pdf,7,science,2,Class 7 Science Part 2,20443018,https://drive.google.com/uc?export=download&id=1nJUGYcWfEPk8oUd2dTLluWpK5OFYQvm4,https://drive.google.com/open?id=1nJUGYcWfEPk8oUd2dTLluWpK5OFYQvm4
class8_english_part1.pdf,8,english,1,Class 8 English Part 1,15687497,https://drive.google.com/uc?export=download&id=1jbXm1SdHcpaWqeagQ_ATNj0SIFJ_fvu8,https://drive.google.com/open?id=1jbXm1SdHcpaWqeagQ_ATNj0SIFJ_fvu8
class8_english_part2.pdf,8,english,2,Class 8 English Part 2,12071782,https://drive.google.com/uc?export=download&id=15p4O4hF5ROiTd5te2EEJhqtcH62RiTdT,https://drive.google.com/open?id=15p4O4hF5ROiTd5te2EEJhqtcH62RiTdT
class8_english_part3.pdf,8,english,3,Class 8 English Part 3,5762878,https://drive.google.com/uc?export=download&id=14eQKZyhYoXgDWwOt1ByvL_DehmGxMAoL,https://drive.google.com/open?id=14eQKZyhYoXgDWwOt1ByvL_DehmGxMAoL
class8_hindi_part1.pdf,8,hindi,1,Class 8 Hindi Part 1,11734965,https://drive.google.com/uc?export=download&id=1ztjagSPH5rcWgJBcVSf3q3Ut5cyRHsjc,https://drive.google.com/open?id=1ztjagSPH5rcWgJBcVSf3q3Ut5cyRHsjc
class8_hindi_part2.pdf,8,hindi,2,Class 8 Hindi Part 2,21904203,https://drive.google.com/uc?export=download&id=1ZXC48-07ZDDTP-U4RJvAe7di8QiwAWq1,https://drive.google.com/open?id=1ZXC48-07ZDDTP-U4RJvAe7di8QiwAWq1
class8_mathematics_part1.pdf,8,mathematics,1,Class 8 Mathematics Part 1,20055662,https://drive.google.com/uc?export=download&id=15OUk6mvs7At8MFh6OllwSxkGZkvI4UNA,https://drive.google.com/open?id=15OUk6mvs7At8MFh6OllwSxkGZkvI4UNA
class8_mathematics_part2.pdf,8,mathematics,2,Class 8 Mathematics Part 2,39808192,https://drive.google.com/uc?export=download&id=19BkBBdE6cdVk-VWTJcX2kru_sPIcYg6H,https://drive.google.com/open?id=19BkBBdE6cdVk-VWTJcX2kru_sPIcYg6H
class8_physics.pdf,8,physics,,Class 8 Physics,5970468,https://drive.google.com/uc?export=download&id=1NJ_CK-6nACICG17vc6yiWcUss1Ryq1LW,https://drive.google.com/open?id=1NJ_CK-6nACICG17vc6yiWcUss1Ryq1LW
class8_sanskrit.pdf,8,sanskrit,,Class 8 Sanskrit,5159086,https://drive.google.com/uc?export=download&id=1zTuuCjkv96KIHZsq-dQZJzQrFiPMzvc5,https://drive.google.com/open?id=1zTuuCjkv96KIHZsq-dQZJzQrFiPMzvc5
class8_science_part1.pdf,8,science,1,Class 8 Science Part 1,78065077,https://drive.google.com/uc?export=download&id=1LqXENbawui8u8Trw9KTiuh1SNMjlt3-e,https://drive.google.com/open?id=1LqXENbawui8u8Trw9KTiuh1SNMjlt3-e
class8_science_part2.pdf,8,science,2,Class 8 Science Part 2,21291066,https://drive.google.com/uc?export=download&id=1J0X0NU48mSwDGjRZNlRmmA3_3UDSDKFO,https://drive.google.com/open?id=1J0X0NU48mSwDGjRZNlRmmA3_3UDSDKFO
class9_english_part1.pdf,9,english,1,Class 9 English Part 1,10236938,https://drive.google.com/uc?export=download&id=1JGxJTLo_E_zCUzQ9SuduVoT7J515pxsO,https://drive.google.com/open?id=1JGxJTLo_E_zCUzQ9SuduVoT7J515pxsO
class9_english_part2.pdf,9,english,2,Class 9 English Part 2,1262488,https://drive.google.com/uc?export=download&id=1Y_KcfsEvnYPVzatfGT4xb5sZwyQUdJIg,https://drive.google.com/open?id=1Y_KcfsEvnYPVzatfGT4xb5sZwyQUdJIg
class9_english_part3.pdf,9,english,3,Class 9 English Part 3,8072252,https://drive.google.com/uc?export=download&id=1XgAPKjM6m9vy7YQhQixrjYoMJY9Qxi4X,https://drive.google.com/open?id=1XgAPKjM6m9vy7YQhQixrjYoMJY9Qxi4X
class9_mathematics_part1.pdf,9,mathematics,1,Class 9 Mathematics Part 1,5819773,https://drive.google.com/uc?export=download&id=1sKp6OwuHypDe-sUhgjHtH20si2hW05e-,https://drive.google.com/open?id=1sKp6OwuHypDe-sUhgjHtH20si2hW05e-
class9_mathematics_part2.pdf,9,mathematics,2,Class 9 Mathematics Part 2,24347461,https://drive.google.com/uc?export=download&id=14wWwa3-zUOJGdHZQ6nuJvO2ZRFvSR66B,https://drive.google.com/open?id=14wWwa3-zUOJGdHZQ6nuJvO2ZRFvSR66B
class9_science_part1.pdf,9,science,1,Class 9 Science Part 1,67820013,https://drive.google.com/uc?export=download&id=1JLIJOmOK9uepJn0ITZ840cE7jSlsK-eF,https://drive.google.com/open?id=1JLIJOmOK9uepJn0ITZ840cE7jSlsK-eF
class9_science_part2.pdf,9,science,2,Class 9 Science Part 2,25720560,https://drive.google.com/uc?export=download&id=17Ta0LQmN9ar9EqhxhKHFBLd10LZ6rPlq,https://drive.google.com/open?id=17Ta0LQmN9ar9EqhxhKHFBLd10LZ6rPlq
